task_id,source_game_id,source_game_name,task_platform_family,task_anchor_genre,reference_rank,reference_game_id,reference_game_name,reference_platform_family,reference_anchor_genre,reference_genres_text,reference_release_year,reference_description_length,similarity_score,reference_game_name_from_corpus,reference_text_description,platform_family,anchor_genre,genre_names_text,release_year_valid,description_length,source_name_norm,reference_name_norm
TASK_26820,26820,Blasphemous,PC,Adventure,1,158923,The World,PC,Adventure,"Adventure, Indie",2020.0,160,0.2179104287531694,The World,小明因黑人抬棺穿越到神秘新大陆开始了传造奇孽的一生这是一款颠覆性的RPG扮演类游戏是一个完全的开放性世界你不再被主线剧情所拘束可以自由的在这个世界的各个角落探索寻找宝物或是完成一件件难忘的冒险在游戏中做一个坏人亦或者是一个好人都由你自己决定你还可以加入各种门派学习绝学制作装备炼制法宝等等直到你从一个屌丝成长为一个大屌丝,PC,Adventure,"Adventure, Indie",2020.0,160,blasphemous,the world
TASK_26820,26820,Blasphemous,PC,Adventure,2,107975,Bottle of truth,PC,Adventure,"Role-playing (RPG), Adventure, Indie",2018.0,239,0.2046292833405216,Bottle of truth,Узнайте историю простого русского парня который живет в России Возможно он хотел бы никогда не покидать свое комфортное убежище и не видеть все ужасы улицы но судьба уготовила ему совсем иные планы и ему предстоит увлекательное приключение,PC,Adventure,"Role-playing (RPG), Adventure, Indie",2018.0,239,blasphemous,bottle of truth
TASK_26820,26820,Blasphemous,PC,Adventure,3,193134,Tomomi,PC,Adventure,"Platform, Role-playing (RPG), Adventure, Indie, Arcade",2022.0,95,0.2027179790197032,Tomomi,Full of hilarious dialogue and comical encounters A super exhilarating Metroidvania action game,PC,Adventure,"Platform, Role-playing (RPG), Adventure, Indie, Arcade",2022.0,95,blasphemous,tomomi
TASK_26820,26820,Blasphemous,PC,Adventure,4,223778,Lost Chiko,Nintendo,Adventure,"Platform, Role-playing (RPG), Adventure",2022.0,109,0.1880964213607828,Lost Chiko,Lost Chiko is 2D Adventure Game Our main character Chiko is lost in this universe And it has to get somewhere,Nintendo,Adventure,"Platform, Role-playing (RPG), Adventure",2022.0,109,blasphemous,lost chiko
TASK_27243,27243,Doodle Kingdom,PlayStation,Simulator,1,168997,Doodle God Blitz: Doodle Kingdom,PC,Adventure,"Simulator, Adventure, Indie",2018.0,190,0.4220174524899397,Doodle God Blitz: Doodle Kingdom,Its time to get MEDIEVAL Try a new fantasy brainteaser where you can create your own Kingdom with Castles Knights Warlocks and Dragons Great for gamers of ALL ages Create a New Kingdom Today,PC,Adventure,"Simulator, Adventure, Indie",2018.0,190,doodle kingdom,doodle god blitz doodle kingdom
TASK_27243,27243,Doodle Kingdom,PlayStation,Simulator,2,147737,Doodle Devil: 3volution,PlayStation,Adventure,"Puzzle, Simulator, Adventure, Card & Board Game",2021.0,415,0.3379907992588207,Doodle Devil: 3volution,While Doodle God was busy creating the universe Doodle Devil was also having some fun The same addictive puzzle game play that made Doodle God a hit is back but with an evil twist Discover the seven deadly sins and watch as the world crumbles at your fingertips as you create thousands of dastardly deeds Combine fire earth wind air to create demons beasts zombies and much more Being bad has never been so much fun,PlayStation,Adventure,"Puzzle, Simulator, Adventure, Card & Board Game",2021.0,415,doodle kingdom,doodle devil 3volution
TASK_27243,27243,Doodle Kingdom,PlayStation,Simulator,3,47843,Marker Man Adventures,Nintendo,Puzzle,Puzzle,2009.0,303,0.2450673313592344,Marker Man Adventures,It was just an ordinary day in the life of Marker Man the loveable stick figure and his pal Doodle Dog That all ended abruptly however when Doodle went missing without a trace Guide Marker Man through hundreds of physics based puzzles using your stylus as a creative tool to safely bring Doodle Dog home,Nintendo,Puzzle,Puzzle,2009.0,303,doodle kingdom,marker man adventures
TASK_27243,27243,Doodle Kingdom,PlayStation,Simulator,4,50875,Your Doodles Are Bugged!,PC,Puzzle,Puzzle,2011.0,751,0.2417175266674085,Your Doodles Are Bugged!,A magic explosion in the studio of Doodleus the Master Doodler has hexed his pet bugs into his doodles Grab the magic pen and help Doodleus to free them again Do you have the skill and precision to handle hundreds of bugs at once Do you have what it takes to be a Master Doodler In each level you play through a new doodle to rescue the bugs that have been hexed into it Sometimes there are lots of them hundreds of them The problem is the bugs have minds of their own and move according to their own rules Your goal is to help them reach the magic honey in each doodle The only help you have is your magic pen which you use to draw new lines into the doodle changing the doodle building roads bridges and stairs that allow the bugs to reach the honey,PC,Puzzle,Puzzle,2011.0,751,doodle kingdom,your doodles are bugged
TASK_28692,28692,Mulaka,Xbox,Adventure,1,114543,Arch Drift,PC,Adventure,"Adventure, Indie",2019.0,129,0.2275826218966334,Arch Drift,Dive into the depths of the newest interARCHEOLOGICAL dungeon crawler Made within a small year by 4 students for a school project,PC,Adventure,"Adventure, Indie",2019.0,129,mulaka,arch drift
TASK_28692,28692,Mulaka,Xbox,Adventure,2,17952,The Deer God,PC,Adventure,"Platform, Simulator, Adventure, Indie, Arcade",2015.0,304,0.217343841083947,The Deer God,The Deer God is a breathtaking 3D pixel art adventure that will challenge your religion and your platforming skills Its a game about survival reincarnation and karma all set in a breathtaking and unique 3D pixelized world Feast your eyes on the beautiful lighting day and night system and vast landscapes,PC,Adventure,"Platform, Simulator, Adventure, Indie, Arcade",2015.0,304,mulaka,the deer god
TASK_28692,28692,Mulaka,Xbox,Adventure,3,218616,Safety: Life Is A Maze,PC,Adventure,Adventure,2013.0,108,0.2072391038831676,Safety: Life Is A Maze,A actionadventure game revolving around Mina and her friends as she tries to escape her mysterious captivity,PC,Adventure,Adventure,2013.0,108,mulaka,safety life is a maze
TASK_28692,28692,Mulaka,Xbox,Adventure,4,159959,Re.Surs,Xbox,Adventure,"Shooter, Platform, Adventure, Indie",2021.0,213,0.190490960969128,Re.Surs,ReSurs is a narrative actionadventure game with 2D shooter elements flavored with the abilities of various heroes for a fastpaced gameplay Shoot dash kick and hack enemies trying to remember what actually happened,Xbox,Adventure,"Shooter, Platform, Adventure, Indie",2021.0,213,mulaka,re surs
TASK_33896,33896,Fernbus Coach Simulator,PlayStation,Simulator,1,104891,Coach Bus Simulator Parking,PC,Simulator,Simulator,2018.0,173,0.4102900829269847,Coach Bus Simulator Parking,Are you ready to drive coach bus on bumpy roads Play the most realistic Coach bus simulator game Drive carefully by avoid the accident and show your Coach bus driving skills,PC,Simulator,Simulator,2018.0,173,fernbus coach simulator,coach bus simulator parking
TASK_33896,33896,Fernbus Coach Simulator,PlayStation,Simulator,2,155111,OMSI 2: IVECO Bus Family Interurban Generation,PC,Simulator,Simulator,2021.0,164,0.381378430576521,OMSI 2: IVECO Bus Family Interurban Generation,IVECO the world leader in intercity buses launched its new coach range in 2013 under the new IVECO BUS brand Discover this new series of intercity buses in OMSI now,PC,Simulator,Simulator,2021.0,164,fernbus coach simulator,omsi 2 iveco bus family interurban generation
TASK_33896,33896,Fernbus Coach Simulator,PlayStation,Simulator,3,250414,Bus Simulator 21: Next Stop - IVECO BUS Bus Pack,PC,Simulator,Simulator,2022.0,419,0.3079505964941471,Bus Simulator 21: Next Stop - IVECO BUS Bus Pack,Attention all Angel Shores and Seaside Valley bus drivers Do you want to upgrade your bus fleet preferably with brandnew buses Then this is the perfect expansion pack for you This bus pack comes with three authentic interior designs with specifically created color patterns for the seats and appealing floor textures Go ahead and try them out also available in your other buses and become the next transport trendsetter,PC,Simulator,Simulator,2022.0,419,fernbus coach simulator,bus simulator 21 next stop iveco bus bus pack
TASK_33896,33896,Fernbus Coach Simulator,PlayStation,Simulator,4,19882,Bus Simulator 16,PC,Simulator,"Racing, Simulator",2016.0,2138,0.306850184230706,Bus Simulator 16,Win the daily battle with the clockbecome a bus driver Six truetolife city buses including two Lions City buses licensed by MAN and a gigantic freely accessible world are waiting for you in Bus Simulator 16 Transport your passengers to their destinations across five authentic city districts safely and on time Drive a twodoor threedoor or a truetolife articulated bus through commuter traffic at rush hour watch out for emergency vehicles and take detours around construction sites But watch out or you will get into trouble for accidents and traffic violations You also have to maintain order inside the bus Calm upset passengers repair stuck doors sell tickets correctly and extend the ramp for wheel chair passengers in a timely manner You will have to be efficient if you want to stick to your schedule as it is only by doing this that you will build up your reputation in the city earn the trust of your passengers and most importantly make money The better your reputation the larger the contracts you can secure and the more buses will be available to your company in the shop Unlock additional districts of the city and carefully plan routes for the employees you will acquire in the included job exchange As you grow more successful you will also acquire more and more advertising banners for your buses which bring in additional money If your buses are too dull you can paint and decorate them with unlockable decals ensuring that your passengers reach their destinations in the coolest way possible You think bus drivers are lonely Not in Bus Simulator 16 Invite your friends into your game in multiplayer mode and let them take over routes for you The money they earn can be used to expand your shared company and thus perfect public transportation in your city You want to drive even more buses and arrange Sunny Springs to fit your expectations Then you can just construct the city to suit your own taste Bus Simulator 16 is modfriendly and you can use programs like Blender and Gimp to adjust the visual appearance of the existing buses to your liking as well as integrate your own custom buses and buildings into the game,PC,Simulator,"Racing, Simulator",2016.0,2138,fernbus coach simulator,bus simulator 16
TASK_3667,3667,Shrek,Nintendo,Puzzle,1,219674,Pixel Boy: The Legend of Tain,PC,Role-playing (RPG),Role-playing (RPG),2022.0,104,0.1722164831406705,Pixel Boy: The Legend of Tain,Play as Tain as he embarks on a quest to rescue his dear friend who has been kidnapped by an evil wizard,PC,Role-playing (RPG),Role-playing (RPG),2022.0,104,shrek,pixel boy the legend of tain
TASK_3667,3667,Shrek,Nintendo,Puzzle,2,121317,Saturday of Piercing Screams,PC,Puzzle,"Platform, Puzzle, Indie",2019.0,114,0.1692253342996059,Saturday of Piercing Screams,Physicsbased 2D action puzzle taking place in infinitespanning cursed castle Inspired by beauty of DOS abandonware,PC,Puzzle,"Platform, Puzzle, Indie",2019.0,114,shrek,saturday of piercing screams
TASK_3667,3667,Shrek,Nintendo,Puzzle,3,107616,ToPoLo,PlayStation,Simulator,Simulator,1996.0,125,0.1619696292338927,ToPoLo,ToPoLo is a game that allows the player to create custom avatars out of blocks to use in arena battles against other fighters,PlayStation,Simulator,Simulator,1996.0,125,shrek,topolo
TASK_3667,3667,Shrek,Nintendo,Puzzle,4,1813,Dragon Quest II: Luminaries of the Legendary Line,Nintendo,Role-playing (RPG),Role-playing (RPG),2005.0,297,0.1595963232472509,Dragon Quest II: Luminaries of the Legendary Line,This game allows the player to control more than one character and it is the first one in the Dragon Quest series to do so The player controls his or her characters as they move in the game world They can search treasure chests talk and trade with villagers equip weapons and armor and cast spells,Nintendo,Role-playing (RPG),Role-playing (RPG),2005.0,297,shrek,dragon quest ii luminaries of the legendary line
TASK_3759,3759,Feeding Frenzy,Xbox,Puzzle,1,159257,Oatmeal,PC,Simulator,"Simulator, Indie",2021.0,140,0.1922539497615025,Oatmeal,Oatmeal This game is about oatmeal In this game you have a spoon and 1 minute to eat as much oatmeal as you can Its not as easy as you think,PC,Simulator,"Simulator, Indie",2021.0,140,feeding frenzy,oatmeal
TASK_3759,3759,Feeding Frenzy,Xbox,Puzzle,2,202422,Pentomino,PC,Strategy,"Strategy, Indie",2022.0,223,0.1839851215818255,Pentomino,Pandomino is also known as brain racking twelve pieces It is a hardcore spatial logic puzzle game suitable for young and old The rules is very simple but challenging Can you find the secret of the solution NPP Find Your Way,PC,Strategy,"Strategy, Indie",2022.0,223,feeding frenzy,pentomino
TASK_3759,3759,Feeding Frenzy,Xbox,Puzzle,3,112100,Funghi Explosion,Nintendo,Puzzle,"Puzzle, Card & Board Game",2018.0,175,0.1746171769983631,Funghi Explosion,Easy to play alone and fun with a friend this puzzle game is great for beginner or veteran alike The rules are simple gather up three of the same Funghi to make them disappear,Nintendo,Puzzle,"Puzzle, Card & Board Game",2018.0,175,feeding frenzy,funghi explosion
TASK_3759,3759,Feeding Frenzy,Xbox,Puzzle,4,210837,SantaCorps: Snow Patrol,PC,Puzzle,Puzzle,2021.0,103,0.1702306288797716,SantaCorps: Snow Patrol,Don the parka and shovel of the SantaCorps Snow Patrol elf unit in this accessible arcade puzzle frenzy,PC,Puzzle,Puzzle,2021.0,103,feeding frenzy,santacorps snow patrol
TASK_3961,3961,Judge Dredd: Dredd Vs. Death,Nintendo,Shooter,1,260387,Labyrinth,Nintendo,Puzzle,"Puzzle, Card & Board Game",2023.0,200,0.1696541704487679,Labyrinth,The aMAZEing Labyrinth now with a completely new look and at long last for PC for more than 35 years the simple and unique gameplay of the board game has inspired more than 20 million people worldwide,PC,Puzzle,"Puzzle, Card & Board Game",2023.0,200,judge dredd dredd vs death,labyrinth
TASK_3961,3961,Judge Dredd: Dredd Vs. Death,Nintendo,Shooter,3,221666,Crack Life,PC,Shooter,Shooter,2012.0,139,0.1536457403733946,Crack Life,Crack Life was made from total boredom It features a bunch of overused jokes and memes that only get more annoying every time you hear them,PC,Shooter,Shooter,2012.0,139,judge dredd dredd vs death,crack life
TASK_3961,3961,Judge Dredd: Dredd Vs. Death,Nintendo,Shooter,4,274444,EggConsole Thexder PC-8801MkIISR,Nintendo,Shooter,Shooter,2023.0,92,0.1459368349257054,EggConsole Thexder PC-8801MkIISR,When discussing retro robotthemed games one masterpiece that always comes to mind is Thexder,Nintendo,Shooter,Shooter,2023.0,92,judge dredd dredd vs death,eggconsole thexder pc 8801mkiisr
TASK_3961,3961,Judge Dredd: Dredd Vs. Death,Nintendo,Shooter,5,75048,God of Light: Remastered,PC,Puzzle,"Puzzle, Indie",2017.0,233,0.1321189201175238,God of Light: Remastered,God of Light Remastered is a definitive version of the original awardwinning game played by over 15 million people The Remastered edition features allnew HD graphics tailored lightphysics controls and a remastered soundtrack by UNKLE,PC,Puzzle,"Puzzle, Indie",2017.0,233,judge dredd dredd vs death,god of light remastered
TASK_4187,4187,Super Bubble Pop,PlayStation,Strategy,1,76717,Cosmic Horizon - World First 3D Game Puzzle Ever,PC,Puzzle,Puzzle,2017.0,84,0.2342390029883515,Cosmic Horizon - World First 3D Game Puzzle Ever,Cosmic Horizon Icosahedron Video Game Puzzle You are in a voyage around the universe,PC,Puzzle,Puzzle,2017.0,84,super bubble pop,cosmic horizon world first 3d game puzzle ever
TASK_4187,4187,Super Bubble Pop,PlayStation,Strategy,2,200868,Rasetsu Xan,PC,Role-playing (RPG),"Real Time Strategy (RTS), Role-playing (RPG)",2002.0,158,0.179749337982869,Rasetsu Xan,An expansion for the 2001realtime strategy roleplaying game Rasetsu that was released in 2002 The player takes control of mercenaries in a futuristic conflict,PC,Role-playing (RPG),"Real Time Strategy (RTS), Role-playing (RPG)",2002.0,158,super bubble pop,rasetsu xan
TASK_4187,4187,Super Bubble Pop,PlayStation,Strategy,3,211036,Ruuuuuun,PC,Puzzle,"Puzzle, Indie",2022.0,92,0.1744677283423836,Ruuuuuun,Ruuuuuun The game is a puzzle Move the pawns in the right sequence to move to the next level,PC,Puzzle,"Puzzle, Indie",2022.0,92,super bubble pop,ruuuuuun
TASK_4187,4187,Super Bubble Pop,PlayStation,Strategy,4,32727,Dead Army - Radio Frequency,PC,Simulator,"Simulator, Strategy, Indie",2016.0,362,0.1664758368784049,Dead Army - Radio Frequency,Dead Army is a Real Time Strategy RTS game where the player takes control of an army of zombies The player will be able to command each and every zombie in order to create the best strategy to raze military bases villages and small towns Given that controlling zombies is a feature the player will also be able to increase its undead army through human infection,PC,Simulator,"Simulator, Strategy, Indie",2016.0,362,super bubble pop,dead army radio frequency
TASK_45376,45376,Super Robot Wars F Final,PlayStation,Strategy,1,80139,Super Robot Wars OG: The Moon Dwellers,PlayStation,Strategy,"Strategy, Turn-based strategy (TBS)",2016.0,85,0.4223583024499268,Super Robot Wars OG: The Moon Dwellers,An Original Generation entry of the Super Robot Taisen series for PlayStation 3 and 4,PlayStation,Strategy,"Strategy, Turn-based strategy (TBS)",2016.0,85,super robot wars f final,super robot wars og the moon dwellers
TASK_45376,45376,Super Robot Wars F Final,PlayStation,Strategy,2,80686,Dai-2-ji Super Robot Taisen Z: Hakai-hen,PlayStation,Simulator,"Simulator, Strategy",2011.0,175,0.4187440749592387,Dai-2-ji Super Robot Taisen Z: Hakai-hen,Dai2ji Super Robot Taisen Z Hakaihen is the sequel to Super Robot Taisen Z Like its predecessor it introduces a large number of new shows including Gundam 00 and Gurren Lagann,PlayStation,Simulator,"Simulator, Strategy",2011.0,175,super robot wars f final,dai 2 ji super robot taisen z hakai hen
TASK_45376,45376,Super Robot Wars F Final,PlayStation,Strategy,3,44056,Super Robot Taisen 64,Nintendo,Role-playing (RPG),"Role-playing (RPG), Strategy",1999.0,226,0.38300802902635,Super Robot Taisen 64,Super Robot Taisen 64 is a strategy roleplaying game for the Nintendo 64 It was released only in Japan in 1999 The game can make use of the Nintendo 64s Transfer Pak with the Game Boy Color game Super Robot Taisen Link Battler,Nintendo,Role-playing (RPG),"Role-playing (RPG), Strategy",1999.0,226,super robot wars f final,super robot taisen 64
TASK_45376,45376,Super Robot Wars F Final,PlayStation,Strategy,4,72841,Super Robot Taisen Alpha,PlayStation,Strategy,Strategy,2000.0,243,0.2811399669418691,Super Robot Taisen Alpha,Super Robot Taisen Alpha is the second game in the series to be built from the ground up for the Playstation and is the start of the Alpha series Alpha is the first SRW to feature the highly choreographed animation that the series is known for,PlayStation,Strategy,Strategy,2000.0,243,super robot wars f final,super robot taisen alpha
TASK_4884,4884,Geometry Wars: Galaxies,Nintendo,Shooter,1,17573,Geometry Wars 3: Dimensions Evolved,PC,Shooter,"Shooter, Arcade",2014.0,272,0.2760482348561398,Geometry Wars 3: Dimensions Evolved,Experience the full evolution of the awardwinning Geometry Wars franchise and battle through waves of enemies on 3D grids in this frenetic arcade shooter Geometry Wars 3 Dimensions Evolved includes all of the great content features from Geometry Wars 3 Dimensions and more,PC,Shooter,"Shooter, Arcade",2014.0,272,geometry wars galaxies,geometry wars 3 dimensions evolved
TASK_4884,4884,Geometry Wars: Galaxies,Nintendo,Shooter,4,52680,Qlione Evolve,PlayStation,Puzzle,Puzzle,2010.0,183,0.2294565523722652,Qlione Evolve,Qlione Evolve is a game that takes place in a physicsbased liquid world Its survival of the fittest game where players have to avoid bombs and traps to survive for as long as possible,PlayStation,Puzzle,Puzzle,2010.0,183,geometry wars galaxies,qlione evolve
TASK_4884,4884,Geometry Wars: Galaxies,Nintendo,Shooter,5,4885,Geometry Wars,Xbox,Shooter,Shooter,2003.0,529,0.2280702274469755,Geometry Wars,Geometry Wars is a old school style shooter but remixed for the 21st century with next generation graphics and deep modern gameplay Addictive just one more go gameplay with mesmerizing graphics Pixel perfect recreation of the Xbox Live Arcade game Support for keyboard mouse and dualstick gamepad play you are a geometric ship trapped in a grid world facing off against waves of deadly wanderers snakes and repulsars Your aim is to survive long enough to set a high score Avoid the spawning enemies and shoot them down for points,Xbox,Shooter,Shooter,2003.0,529,geometry wars galaxies,geometry wars
TASK_58531,58531,Value 1500: O-chan no Oekaki Logic 3,PlayStation,Puzzle,1,221274,Colorful Logic 2,PlayStation,Puzzle,Puzzle,2001.0,292,0.3378533765513387,Colorful Logic 2,Puzzle game series which recorded the popular logic puzzle Colorful Logic 2nd The recorded 300 questions in total it looks bright color logic NO ease play You can enjoy the logic of three 1 blackandwhite logic the debut of Dialogic Set in a theme park lets challenge to a number of challenges,PlayStation,Puzzle,Puzzle,2001.0,292,value 1500 o chan no oekaki logic 3,colorful logic 2
TASK_58531,58531,Value 1500: O-chan no Oekaki Logic 3,PlayStation,Puzzle,2,58530,O-chan no Oekaki Logic 2,PlayStation,Puzzle,Puzzle,1996.0,190,0.3129083613792243,O-chan no Oekaki Logic 2,OChan no Oekaki Logic 2 is a sequel to Ochan no Oekaki Logic a Japanexclusive puzzle game based on the popular Picross game The game is considered to be a spinoff of Sunsofts Hebereke series,PlayStation,Puzzle,Puzzle,1996.0,190,value 1500 o chan no oekaki logic 3,o chan no oekaki logic 2
TASK_58531,58531,Value 1500: O-chan no Oekaki Logic 3,PlayStation,Puzzle,3,221275,Colorful Logic 3,PlayStation,Puzzle,Puzzle,2001.0,339,0.2866822534700332,Colorful Logic 3,From the puzzle game colorful logic was recorded logic puzzle of the popular 3rdthemed shopping appeared to PS Recorded a total of 300 questions hearty In addition to color and blackandwhite logic familiar you enjoy the logic deformation of the complete set of rich individuality can be a problem Aim to win Qianmen around the quirky shops,PlayStation,Puzzle,Puzzle,2001.0,339,value 1500 o chan no oekaki logic 3,colorful logic 3
TASK_58531,58531,Value 1500: O-chan no Oekaki Logic 3,PlayStation,Puzzle,4,248928,Easy puzzle: Landscape,PC,Puzzle,Puzzle,2020.0,101,0.2614680388899753,Easy puzzle: Landscape,This is a logic game in which the goal of the game is to rearrange the tiles to get the final picture,PC,Puzzle,Puzzle,2020.0,101,value 1500 o chan no oekaki logic 3,easy puzzle landscape
TASK_62332,62332,Dinothawr,PC,Puzzle,1,38911,Little Alchemy,PC,Puzzle,Puzzle,2010.0,93,0.3606907125458358,Little Alchemy,A game where players mix together elements with the goal of finding all possible combinations,PC,Puzzle,Puzzle,2010.0,93,dinothawr,little alchemy
TASK_62332,62332,Dinothawr,PC,Puzzle,2,61791,Farsh,PC,Puzzle,Puzzle,2013.0,89,0.3462832702010492,Farsh,A puzzle game where players traverse floating platforms by rolling and unrolling a carpet,PC,Puzzle,Puzzle,2013.0,89,dinothawr,farsh
TASK_62332,62332,Dinothawr,PC,Puzzle,3,113583,Blask,PC,Puzzle,"Puzzle, Indie",2019.0,112,0.3263653169240877,Blask,Blask is a unique puzzle game where you control the environment in order to hit all the goal markers with lasers,PC,Puzzle,"Puzzle, Indie",2019.0,112,dinothawr,blask
TASK_62332,62332,Dinothawr,PC,Puzzle,4,228336,Hakosan,PlayStation,Puzzle,Puzzle,2022.0,103,0.3184752547701643,Hakosan,This is a puzzle game where the goal is to bring three little friends to the place where they should be,PlayStation,Puzzle,Puzzle,2022.0,103,dinothawr,hakosan
TASK_65493,65493,Amazing Breaker,Nintendo,Strategy,1,214661,Zumba Blitz,Nintendo,Puzzle,"Puzzle, Arcade",2022.0,116,0.2425369022976123,Zumba Blitz,Simple and easy to play point and shoot game Aim carefully and clear all the marbles Explore all levels and have fun,Nintendo,Puzzle,"Puzzle, Arcade",2022.0,116,amazing breaker,zumba blitz
TASK_65493,65493,Amazing Breaker,Nintendo,Strategy,2,85158,Four Bombs,Nintendo,Strategy,"Puzzle, Strategy, Arcade, Card & Board Game",2017.0,192,0.2302579382175216,Four Bombs,Watch your mark with Four Bombs Carefully scan the mine field for bombs by learning a common pattern among surrounding spaces Find all 4 bombs and win levels randomly generated for endless fun,Nintendo,Strategy,"Puzzle, Strategy, Arcade, Card & Board Game",2017.0,192,amazing breaker,four bombs
TASK_65493,65493,Amazing Breaker,Nintendo,Strategy,3,189050,Blipz,Nintendo,Strategy,"Puzzle, Strategy, Indie, Arcade, Card & Board Game",2022.0,135,0.2120938196573175,Blipz,Blipz is a unique and addictive arcade puzzler that serves as a tribute to the main design mechanic of Tetris creating order from chaos,Nintendo,Strategy,"Puzzle, Strategy, Indie, Arcade, Card & Board Game",2022.0,135,amazing breaker,blipz
TASK_65493,65493,Amazing Breaker,Nintendo,Strategy,4,253204,Finger Football: Goal in Two,Nintendo,Strategy,"Puzzle, Sport, Strategy, Arcade",2023.0,118,0.2015374845544096,Finger Football: Goal in Two,Take aim and shoot Can you make the goal in just two shots in this relaxing and minimalist finger football puzzle game,Nintendo,Strategy,"Puzzle, Sport, Strategy, Arcade",2023.0,118,amazing breaker,finger football goal in two
TASK_7095,7095,N3II: Ninety-Nine Nights,Xbox,Role-playing (RPG),1,34257,Elements: Epic Heroes,PC,Role-playing (RPG),Role-playing (RPG),2015.0,95,0.3514180675109301,Elements: Epic Heroes,Defeat the Dark Lord and clear the darkness from the realm in this epic hack and slash goodness,PC,Role-playing (RPG),Role-playing (RPG),2015.0,95,n3ii ninety nine nights,elements epic heroes
TASK_7095,7095,N3II: Ninety-Nine Nights,Xbox,Role-playing (RPG),2,21407,Dungeon Runners,PC,Role-playing (RPG),Role-playing (RPG),2008.0,97,0.3367313020539867,Dungeon Runners,A nowclosed freetoplay hack and slash MMO which parodied MMORPGs and the fantasy genre in general,PC,Role-playing (RPG),Role-playing (RPG),2008.0,97,n3ii ninety nine nights,dungeon runners
TASK_7095,7095,N3II: Ninety-Nine Nights,Xbox,Role-playing (RPG),3,27351,Dragon Valor,PlayStation,Role-playing (RPG),"Platform, Role-playing (RPG), Hack and slash",1999.0,90,0.3120759785595811,Dragon Valor,Dragon Valor is an action roleplaying game containing platform and hack and slash elements,PlayStation,Role-playing (RPG),"Platform, Role-playing (RPG), Hack and slash",1999.0,90,n3ii ninety nine nights,dragon valor
TASK_7095,7095,N3II: Ninety-Nine Nights,Xbox,Role-playing (RPG),4,107888,TapRPG: The Second One,PC,Adventure,"Role-playing (RPG), Adventure, Indie",2018.0,186,0.2834844363715757,TapRPG: The Second One,TapRPG is back and this time with a sidekick to help you hack slash loot level up and wipe the evil from the land A retro 2D style RPG that is part exploration part action hack and slash,PC,Adventure,"Role-playing (RPG), Adventure, Indie",2018.0,186,n3ii ninety nine nights,taprpg the second one
TASK_7643,7643,Shadowrun,Xbox,Shooter,1,99067,Gulman 5,PC,Shooter,Shooter,2018.0,137,0.3090286563556302,Gulman 5,Gulman 5 is a singleplayer firstperson shooter by Svyatoslav Gulyaev Gulman 5 is a singleplayer firstperson shooter by Svyatoslav Gulyaev,PC,Shooter,Shooter,2018.0,137,shadowrun,gulman 5
TASK_7643,7643,Shadowrun,Xbox,Shooter,2,134652,Call of Duty: Modern Warfare 3 - Defiance,Nintendo,Shooter,"Shooter, Tactical",2011.0,360,0.2188575985334859,Call of Duty: Modern Warfare 3 - Defiance,Call of Duty Modern Warfare 3 Defiance is a 2011 firstperson shooter video game in the Call of Duty franchise developed by nSpace for the Nintendo DS The game takes place in about the same setting as Call of Duty Modern Warfare 3 and features many elements of gameplay typical to the series including the usage of iron sights vehicular missions and online play,Nintendo,Shooter,"Shooter, Tactical",2011.0,360,shadowrun,call of duty modern warfare 3 defiance
TASK_7643,7643,Shadowrun,Xbox,Shooter,3,9530,AssaultCube,PC,Shooter,Shooter,2008.0,170,0.2051221254621446,AssaultCube,AssaultCube is a FREE multiplayer firstperson shooter game based on the CUBE engine Taking place in realistic environments with fast arcade gameplay its addictive and fun,PC,Shooter,Shooter,2008.0,170,shadowrun,assaultcube
TASK_7643,7643,Shadowrun,Xbox,Shooter,4,83234,Crazy Chicken: Director's Cut,PC,Shooter,Shooter,2007.0,111,0.2032207907211266,Crazy Chicken: Director's Cut,Not actually a directors cut of the Crazy Chicken series its instead a game which takes place in a movie studio,PC,Shooter,Shooter,2007.0,111,shadowrun,crazy chicken director s cut
TASK_81643,81643,Loa: Me and Angel,PC,Role-playing (RPG),1,98330,祛魅·教化（祛魅1）,PC,Role-playing (RPG),"Role-playing (RPG), Indie",2018.0,87,0.4141391644453417,祛魅·教化（祛魅1）,他励精图治两年铸大作他不懈前行一人绘华章 一部国人自创的RPG小清新大作商业游戏浪潮中的一股清流带给你婉如初恋般的情愫带回你青涩年华时代的记忆 精品游戏祛魅教化祛魅1正在发售,PC,Role-playing (RPG),"Role-playing (RPG), Indie",2018.0,87,loa me and angel,1
TASK_81643,81643,Loa: Me and Angel,PC,Role-playing (RPG),2,128226,Rakan Ayah,PC,Role-playing (RPG),"Role-playing (RPG), Indie",2020.0,88,0.4141391644453417,Rakan Ayah,大学生女主父母失踪了好几年了她要同时照顾自己和赚钱养家生活十分的穷困潦倒有天她偶然遇到了一份招聘启事酬劳十分高让她无法拒绝按招聘启事所说的她找到了男主角的独居并被成功录取为女仆,PC,Role-playing (RPG),"Role-playing (RPG), Indie",2020.0,88,loa me and angel,rakan ayah
